Number,Company,TypeName,Inches,Display,Touchscreen,Width,Height,CpuModel,ClockSpeed,Ram,MemoryComponent1,MemoryComponent2,Gpu,OpSys,Weight,Price
645,Lenovo,Notebook,14.0,None,0,1366,768,Intel Celeron Dual Core N3060,1.6,4,32GB Flash Storage,,Intel HD Graphics,Windows 10,1.43,14598.72
646,Acer,Ultrabook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel Graphics 620,Windows 10,1.8,48964.32
647,Razer,Gaming,14.0,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,,Nvidia GeForce GTX 1060,Windows 10,1.95,138474.72
648,Toshiba,Notebook,13.3,Full HD,0,1920,1080,Intel Core i5 6200U,2.3,8,256GB SSD,,Intel HD Graphics 520,Windows 10,1.2,64628.64
649,Lenovo,Ultrabook,12.5,IPS Panel Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.36,84395.52
650,Asus,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 6820HK,2.7,32,512GB SSD,,Nvidia GeForce GTX1080,Windows 10,3.8,149130.72
651,Acer,Gaming,15.6,Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,1TB HDD,,Nvidia GeForce GTX 1050,Linux,2.4,37775.52
652,Dell,Ultrabook,13.3,Full HD,0,1920,1080,Intel Core i5 8250U,1.6,8,256GB SSD,,Intel UHD Graphics 620,Windows 10,1.2,77250.672
653,MSI,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows 10,2.2,63499.10399999999
654,HP,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,500GB HDD,,Intel HD Graphics 520,No OS,1.86,19441.872
655,Toshiba,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,500GB HDD,,Intel HD Graphics 620,Windows 10,2.0,56689.92
656,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 8550U,1.8,8,256GB SSD,,AMD Radeon 530,Windows 10,2.2,48964.32
657,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 8550U,1.8,16,256GB SSD,2TB HDD,AMD Radeon 530,Windows 10,2.2,60472.8
658,Lenovo,Gaming,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 6700HQ,2.6,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 960,Windows 10,3.31,63722.88
659,Dell,Gaming,17.3,IPS Panel 4K Ultra HD,0,3840,2160,Intel Core i7 7700HQ,2.8,32,512GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,167691.8736
660,Dell,Notebook,14.0,Full HD,0,1920,1080,Intel Core i5 6300U,2.4,8,256GB SSD,,Intel HD Graphics 520,Windows 10,1.56,65481.12
661,Lenovo,Notebook,15.6,None,0,1366,768,Intel Celeron Dual Core N3350,1.1,4,500GB HDD,,Intel HD Graphics 500,Windows 10,2.2,22324.32
662,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 6200U,2.3,4,500GB HDD,,Intel HD Graphics 520,Windows 10,2.2,28504.8
663,HP,Notebook,15.6,None,0,1920,1080,Intel Core i3 6006U,2.0,6,1TB HDD,,AMD Radeon R5 M430,Windows 10,2.04,28717.92
664,MSI,Gaming,17.3,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,79215.1056
665,Toshiba,Notebook,15.6,None,0,1366,768,Intel Core i3 6100U,2.1,4,128GB SSD,,Intel HD Graphics 520,Windows 10,2.1,26533.44
666,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,1TB HDD,,Intel HD Graphics 620,Windows 10,2.06,50882.4
667,HP,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,1TB HDD,,AMD Radeon 530,Windows 10,2.1,39693.6
668,Toshiba,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,2.0,67026.23999999999
669,Acer,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,128GB SSD,,Intel HD Graphics 520,Linux,2.1,21951.36
670,Microsoft,Ultrabook,13.5,None,1,2256,1504,Intel Core i7 7600U,2.8,8,256GB SSD,,Intel Iris Plus Graphics 640,Windows 10 S,1.252,99519.048
671,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,128GB SSD,1TB HDD,AMD Radeon R5 M430,Windows 10,1.9,43580.376
672,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD,1,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.3,55091.52
673,Lenovo,Notebook,15.6,None,0,1366,768,AMD E-Series E2-9000,2.2,4,128GB SSD,,AMD Radeon R2 Graphics,Windows 10,2.2,18594.72
674,HP,2 in 1 Convertible,14.0,IPS Panel Full HD,1,1920,1080,Intel Core i3 7100U,2.4,4,128GB SSD,,Nvidia GeForce 940MX,Windows 10,1.63,37242.72
675,MSI,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,68944.31999999999
676,Asus,Ultrabook,14.0,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.1,60472.8
677,HP,2 in 1 Convertible,11.6,None,1,1366,768,Intel Celeron Dual Core N3350,1.1,8,64GB Flash Storage,,Intel HD Graphics 500,Chrome OS,1.4,26373.6
678,LG,Ultrabook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 8550U,1.8,8,512GB SSD,,Intel HD Graphics 620,Windows 10,1.09,122490.72
679,Acer,Gaming,15.6,Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,16,256GB SSD,,Nvidia GeForce GTX 1050Ti,Windows 10,2.5,69210.72
680,MSI,Gaming,15.6,Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,256GB SSD,,Nvidia GeForce GTX 1050,Windows 10,2.2,53168.112
681,Asus,Notebook,15.6,None,0,1366,768,Intel Celeron Dual Core N3350,1.1,4,128GB SSD,,Intel HD Graphics 500,Windows 10,1.86,22324.32
682,Dell,Gaming,15.6,Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,16,128GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.21,109277.28
683,HP,Notebook,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i3 6006U,2.0,4,256GB SSD,,AMD Radeon R5 520,Windows 10,2.5,37242.72
684,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD,1,1920,1080,Intel Core i7 8550U,1.8,8,512GB SSD,,Intel UHD Graphics 620,Windows 10,1.19,79866.72
685,Dell,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7820HK,2.9,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.49,149916.6
686,HP,Notebook,15.6,None,0,1366,768,Intel Core i5 7200U,2.5,4,500GB HDD,,AMD Radeon 520,Windows 10,1.86,32639.8608
687,Dell,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,1TB HDD,,AMD Radeon R5 M430,Windows 10,2.2,29073.297599999994
688,HP,Notebook,17.3,IPS Panel Full HD,0,1920,1080,AMD A10-Series 9600P,2.4,6,2TB HDD,,AMD Radeon R7 M440,Windows 10,2.65,30316.32
689,Lenovo,Notebook,15.6,None,0,1366,768,Intel Celeron Dual Core 3855U,1.6,4,500GB HDD,,Intel HD Graphics 510,Windows 10,2.1,16943.04
690,Acer,Notebook,14.0,None,0,1366,768,Intel Celeron Dual Core 3855U,1.6,4,32GB Flash Storage,,Intel HD Graphics 510,Chrome OS,1.45,19980.0
691,Lenovo,Notebook,14.0,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,4,256GB SSD,,Intel HD Graphics 620,Windows 10,1.7,37242.72
692,HP,Workstation,17.3,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,500GB HDD,,Nvidia Quadro M1200,Windows 10,3.14,101657.7072
693,Lenovo,2 in 1 Convertible,14.0,None,1,2560,1440,Intel Core i7 7500U,2.7,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.42,137995.19999999998
694,Toshiba,Notebook,13.3,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.5,51841.44
695,Acer,Netbook,11.6,None,0,1366,768,Intel Celeron Dual Core N3050,1.6,4,32GB Flash Storage,,Intel HD Graphics,Windows 10,1.4,14332.32
696,Lenovo,2 in 1 Convertible,14.0,Full HD,1,1920,1080,Intel Core i7 7500U,2.7,16,512GB SSD,,Intel HD Graphics 620,Windows 10,1.38,93186.72
697,Asus,2 in 1 Convertible,12.5,Full HD,1,1920,1080,Intel Core M M3-6Y30,0.9,4,64GB Flash Storage,,Intel HD Graphics 515,Chrome OS,1.2,35644.32
698,Toshiba,Ultrabook,13.3,Full HD,1,1920,1080,Intel Core i7 6500U,2.5,16,512GB SSD,,Intel HD Graphics 520,Windows 10,1.36,100006.56
699,HP,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 7500U,2.7,4,500GB HDD,,AMD Radeon 530,Windows 10,2.1,36709.92
700,Dell,Gaming,15.6,Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,1TB HDD,,Nvidia GeForce GTX 1050,Windows 10,2.56,43636.32
701,Lenovo,Notebook,15.6,Full HD,0,1920,1080,AMD A9-Series 9420,2.9,4,256GB SSD,,AMD Radeon 530,Windows 10,2.2,21258.72
702,Lenovo,Notebook,15.6,None,0,1366,768,AMD A12-Series 9720P,3.6,8,1TB HDD,,AMD Radeon R7,Windows 10,2.2,22857.12
703,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,4,1TB HDD,1TB HDD,Intel HD Graphics 620,Windows 10,2.1,33110.856
704,Lenovo,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,500GB HDD,,Intel HD Graphics 520,No OS,1.9,23976.0
705,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,2.18,42357.6
706,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD,1,1920,1080,Intel Core i5 8250U,1.6,8,256GB SSD,,Intel UHD Graphics 620,Windows 10,1.6,53226.72
707,Lenovo,Workstation,15.6,Full HD,0,1920,1080,Intel Core i7 6500U,2.5,16,512GB SSD,,Nvidia Quadro M520M,Windows 7,2.18,98834.4
708,Lenovo,Notebook,14.0,Full HD,0,1920,1080,Intel Core i5 6300HQ,2.3,8,256GB SSD,,Intel HD Graphics 520,Windows 10,1.8,63456.48
709,HP,Notebook,17.3,IPS Panel Full HD,0,1920,1080,AMD A10-Series 9620P,2.5,6,2TB HDD,,AMD Radeon 530,Windows 10,2.71,34898.932799999995
710,Lenovo,Gaming,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows 10,2.5,66546.72
711,Dell,Notebook,14.0,Full HD,0,1920,1080,Intel Core i5 7440HQ,2.8,8,256GB SSD,,Nvidia GeForce 930MX,Linux,1.64,58021.92
712,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,1TB HDD,,Intel HD Graphics 620,Linux,1.98,38681.28
713,Asus,Notebook,14.0,Full HD,0,1920,1080,Intel Celeron Dual Core N3350,1.1,4,32GB Flash Storage,,Intel HD Graphics 500,Windows 10,1.5,15877.44
714,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7300U,2.6,16,512GB SSD,,Intel HD Graphics 620,Windows 10,1.93,76012.44480000001
715,Lenovo,Notebook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Nvidia GeForce 920MX,Windows 10,1.87,45664.6896
716,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7300U,2.6,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.9,62817.12
717,Lenovo,Notebook,15.6,None,0,1366,768,AMD A6-Series 7310,2.0,4,500GB HDD,,AMD Radeon R4,Windows 10,2.19,15877.44
718,Mediacom,Notebook,14.0,IPS Panel Full HD,0,1920,1200,Intel Atom Z8350,1.92,4,32GB HDD,,Intel HD Graphics 400,Windows 10,1.4,14119.2
719,HP,Notebook,17.3,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Nvidia GeForce 930MX,Windows 10,2.63,63936.0
720,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+,0,2560,1440,Intel Core i7 6500U,2.5,8,512GB SSD,,Intel HD Graphics 520,Windows 10,1.17,89864.1792
721,HP,2 in 1 Convertible,13.3,IPS Panel,1,1366,768,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.58,44574.048
722,Lenovo,Ultrabook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.32,79866.72
723,Dell,Gaming,17.3,4K Ultra HD,0,3840,2160,Intel Core i7 7700HQ,2.8,32,1TB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36,194972.832
724,MSI,Gaming,17.3,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows 10,2.7,71847.0144
725,Lenovo,Notebook,15.6,None,0,1366,768,Intel Core i5 7200U,2.5,4,1TB HDD,,Intel HD Graphics 620,No OS,1.9,26101.872
726,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 8250U,1.6,8,128GB SSD,1TB HDD,AMD Radeon 530,Windows 10,2.2,38308.32
727,Dell,2 in 1 Convertible,13.3,Full HD,1,1920,1080,Intel Core i3 7100U,2.4,4,1TB HDD,,Intel HD Graphics 620,Windows 10,1.71,34578.72
728,Dell,Notebook,15.6,None,0,1366,768,Intel Core i5 7200U,2.5,8,1TB HDD,,AMD Radeon R7 M445,Linux,2.32,31409.6256
729,HP,Notebook,15.6,Full HD,0,1920,1080,AMD A9-Series 9420,3.0,4,1TB HDD,,AMD Radeon 520,Windows 10,2.1,26053.92
730,Acer,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 6700HQ,2.6,16,128GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,103096.8
731,Dell,Notebook,15.6,None,0,1366,768,Intel Core i5 7200U,2.5,12,1TB HDD,,Intel HD Graphics 620,Windows 10,2.25,34578.72
732,HP,Notebook,15.6,Full HD,0,1920,1080,AMD A9-Series A9-9420,3.0,6,128GB SSD,1TB HDD,AMD Radeon 520,Windows 10,2.1,34632.0
733,Acer,Notebook,15.6,None,0,1366,768,Intel Core i5 7200U,2.5,4,500GB HDD,,Intel HD Graphics 620,Windows 10,2.4,29783.52
734,Lenovo,Notebook,13.3,IPS Panel Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.44,51148.8
735,Lenovo,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,4,1TB HDD,,Intel HD Graphics 620,Windows 10,1.85,41505.12
736,HP,Workstation,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,,Nvidia Quadro M2200,Windows 10,2.6,128884.32
737,Dell,2 in 1 Convertible,13.3,Full HD,1,1920,1080,Intel Core i5 8250U,1.6,8,1TB HDD,,Intel UHD Graphics 620,Windows 10,1.55,35111.52
738,MSI,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,111593.8944
739,Acer,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,4,500GB HDD,,Intel HD Graphics 520,Windows 10,2.4,21887.424
740,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,8,128GB SSD,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.0,64308.96
741,Dell,Notebook,15.6,None,0,1366,768,Intel Core i3 6006U,2.0,8,256GB SSD,,Intel HD Graphics 520,Windows 10,2.0,35431.2
742,Toshiba,Notebook,14.0,IPS Panel Full HD,1,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.25,81784.8
743,Lenovo,2 in 1 Convertible,14.0,Full HD,1,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.7,53226.72
744,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD,0,3840,2160,Intel Core i7 7600U,2.8,16,1TB SSD,,Nvidia Quadro M520M,Windows 10,2.5,175770.72
745,Acer,Notebook,14.0,None,0,1366,768,Intel Celeron Dual Core N3060,1.6,2,32GB Flash Storage,,Intel HD Graphics 400,Chrome OS,1.68,17582.399999999998
746,Samsung,Ultrabook,13.3,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,16,256GB SSD,,Intel HD Graphics 620,Windows 10,0.81,87858.72
747,HP,Notebook,15.6,Full HD,0,1920,1080,Intel Core i3 6006U,2.0,8,256GB SSD,,Intel HD Graphics 520,Windows 10,1.86,28717.92
748,Dell,Notebook,14.0,None,0,1366,768,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.6,60031.1088
749,HP,Workstation,17.3,IPS Panel Full HD,0,1920,1080,Intel Xeon E3-1535M v5,2.9,16,256GB SSD,,Nvidia Quadro M2000M,Windows 7,3.0,233845.92
750,Lenovo,Netbook,11.6,None,1,1366,768,Intel Celeron Dual Core N3060,1.6,4,128GB SSD,,Intel HD Graphics 400,Windows 10,1.4,25308.0
751,HP,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 6300U,2.4,8,256GB SSD,,Intel HD Graphics 520,Windows 10,1.84,101232.0
752,Asus,Notebook,15.6,None,0,1366,768,Intel Core i5 6300HQ,2.3,4,1TB HDD,,Nvidia GeForce GTX 950M,No OS,2.45,30849.12
753,Lenovo,Ultrabook,14.0,Full HD,0,1920,1080,Intel Core i5 6200U,2.3,4,180GB SSD,,Intel HD Graphics 520,Windows 10,1.7,58394.88
754,Asus,Notebook,15.6,None,0,1366,768,Intel Core i7 7500U,2.7,4,256GB SSD,,Intel HD Graphics 620,Windows 10,2.37,45282.672
755,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+,1,3200,1800,Intel Core i5 6260U,1.8,8,256GB SSD,,Intel HD Graphics 540,Windows 10,1.3,63882.72
756,HP,Notebook,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,58554.72
757,HP,Workstation,15.6,Full HD,0,1920,1080,Intel Core i7 6700HQ,2.6,8,256GB SSD,,Nvidia Quadro M1000M,Windows 7,2.59,83170.08
758,Dell,Gaming,15.6,IPS Panel 4K Ultra HD,0,3840,2160,Intel Core i7 7700HQ,2.8,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,152859.7872
759,Acer,Notebook,15.6,None,0,1366,768,Intel Core i5 7200U,2.5,4,256GB SSD,,Intel HD Graphics 620,Windows 10,2.1,31914.72
760,Lenovo,Gaming,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,55837.44
761,Dell,Ultrabook,12.5,Full HD,0,1920,1080,Intel Core i7 7600U,2.8,16,256GB SSD,,Intel HD Graphics 620,Windows 10,1.18,99047.52
762,Google,Ultrabook,12.3,None,1,2400,1600,Intel Core i5 7Y57,1.2,8,256GB SSD,,Intel HD Graphics 615,Chrome OS,1.1,83063.52
763,Asus,Ultrabook,13.3,IPS Panel Quad HD+,0,3200,1800,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.2,60153.12
764,Dell,Notebook,13.3,None,0,1366,768,Intel Core i3 6006U,2.0,4,500GB HDD,,Intel HD Graphics 520,Windows 10,1.65,45234.72
765,Acer,Notebook,13.3,None,0,1366,768,Intel Core i5 6200U,2.3,4,128GB SSD,,Intel HD Graphics 520,Windows 10,1.6,34898.4
766,Asus,Notebook,17.3,None,0,1366,768,Intel Pentium Quad Core N4200,1.1,4,1TB HDD,,Nvidia GeForce 920MX,Windows 10,2.8,25059.715199999995
767,Dell,Gaming,15.6,IPS Panel4K Ultra HD,1,3840,2160,Intel Core i7 6700HQ,2.6,16,128GB SSD,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.72,58554.72
768,Samsung,Ultrabook,13.3,Full HD,1,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.31,85194.72
769,Acer,Notebook,15.6,None,0,1366,768,Intel Pentium Quad Core N4200,1.1,4,1TB HDD,,Intel HD Graphics 505,Linux,2.1,15877.44
770,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,16,256GB SSD,,AMD Radeon R7 M445,Windows 10,2.3,62938.0656
771,Samsung,2 in 1 Convertible,15.0,Full HD,1,1920,1080,Intel Core i7 7500U,2.7,16,256GB SSD,,AMD Radeon 540,Windows 10,1.71,95850.72
772,Toshiba,Notebook,14.0,IPS Panel,0,1366,768,Intel Core i5 6200U,2.3,4,128GB SSD,,Intel HD Graphics 520,Windows 10,1.75,54345.6
773,Dell,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,1TB HDD,,Nvidia GeForce GTX 1050,Windows 10,2.62,58554.72
774,HP,Ultrabook,12.5,None,0,1366,768,Intel Core i5 6200U,2.3,4,256GB SSD,,Intel HD Graphics 520,Windows 10,1.26,66280.31999999999
775,Asus,2 in 1 Convertible,15.6,Full HD,1,1920,1080,Intel Core i7 7500U,2.7,12,2TB HDD,,Nvidia GeForce 940MX,Windows 10,2.3,44701.92
776,Lenovo,Notebook,15.6,4K Ultra HD,0,3840,2160,Intel Core i7 6820HQ,2.7,16,512GB SSD,,Nvidia Quadro M2000M,Windows 7,2.5,126273.6
777,Acer,Notebook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i3 7100U,2.4,4,128GB SSD,,Intel HD Graphics 620,Windows 10,1.8,33886.08
778,Razer,Gaming,14.0,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,512GB SSD,,Nvidia GeForce GTX 1060,Windows 10,1.95,154458.72
779,Asus,Notebook,15.6,None,0,1920,1080,Intel Pentium Dual Core N4200,1.1,8,128GB SSD,,Intel HD Graphics 505,Windows 10,2.0,31003.632
780,Dell,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,32,1TB SSD,1TB HDD,Nvidia GeForce GTX 1070M,Windows 10,4.42,191211.264
781,Asus,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 6700HQ,2.6,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.3,125208.0
782,Toshiba,Ultrabook,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i7 6600U,2.6,16,512GB SSD,,Nvidia GeForce 930M,Windows 10,1.47,93985.92
783,Lenovo,Notebook,15.6,None,0,1366,768,Intel Celeron Quad Core N3710,1.6,8,1TB HDD,,Intel HD Graphics 405,No OS,2.2,17529.12
784,Lenovo,Ultrabook,14.0,Full HD,0,1920,1080,Intel Core i7 7500U,2.7,16,512GB SSD,,Intel HD Graphics 620,Windows 10,1.7,122490.72
785,MSI,Gaming,14.0,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.6,100752.48
786,MSI,Gaming,15.6,Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,58021.92
787,Lenovo,Gaming,15.6,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,4,1TB HDD,,Nvidia GeForce GTX 1050,Windows 10,2.4,53226.72
788,Acer,Gaming,17.3,IPS Panel Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,16,256GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,122490.72
789,Dell,Gaming,15.6,Full HD,0,1920,1080,Intel Core i5 7300HQ,2.5,8,256GB SSD,,Nvidia GeForce GTX 1050,Windows 10,2.62,52480.8
790,Asus,Gaming,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,128GB SSD,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.24,71341.92
791,Vero,Notebook,14.0,None,0,1920,1080,Intel Celeron Dual Core N3350,1.1,4,32GB Flash Storage,,Intel HD Graphics 500,Windows 10,1.22,10810.512
792,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD,1,1920,1080,Intel Core i7 7500U,2.7,8,512GB SSD,,Intel HD Graphics 620,Windows 10,1.37,104961.6
793,Lenovo,2 in 1 Convertible,15.6,Full HD,1,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,AMD Radeon R7 M460,Windows 10,2.08,51095.52
794,Apple,Ultrabook,12.0,IPS Panel Retina Display,0,2304,1440,Intel Core M,1.2,8,512GB Flash Storage,,Intel HD Graphics 5300,Mac OS X,0.92,62071.2
795,Lenovo,2 in 1 Convertible,14.0,IPS Panel,1,2560,1440,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.42,124142.4
796,Asus,Notebook,14.0,None,0,1366,768,Intel Celeron Dual Core N3350,1.1,4,32GB Flash Storage,,Intel HD Graphics 500,Windows 10,1.63,15930.72
797,Dell,Notebook,15.6,None,0,1366,768,Intel Core i5 7200U,2.5,8,128GB SSD,,Intel HD Graphics 620,Windows 10,1.95,43156.8
798,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD,1,1920,1080,Intel Core i7 7500U,2.7,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.38,71874.72
799,Dell,Notebook,15.6,Full HD,0,1920,1080,Intel Core i3 6006U,2.0,8,256GB SSD,,AMD Radeon R5 M420X,Windows 10,2.0,39373.92
800,HP,Workstation,15.6,Full HD,0,1920,1080,Intel Core i7 7700HQ,2.8,8,256GB SSD,,Nvidia Quadro M2200,Windows 10,3.14,110017.872
801,Asus,Notebook,15.6,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,2.37,58554.72
802,Dell,Ultrabook,13.3,Full HD,0,1920,1080,Intel Core i5 7200U,2.5,8,256GB SSD,,Intel HD Graphics 620,Windows 10,1.29,79866.72
803,Dell,Notebook,15.6,4K Ultra HD,1,3840,2160,Intel Core i5 7300HQ,2.5,8,256GB SSD,,Nvidia GeForce GTX 1050,Windows 10,2.06,93186.72
804,Dell,Netbook,11.6,None,0,1366,768,Intel Pentium Quad Core N4200,1.1,4,128GB SSD,,Intel HD Graphics 505,Windows 10,1.63,39640.32
